"module name","license","repository"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"dlv@1.1.3","MIT","https://github.com/developit/dlv"
"doctrine@3.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"electron-to-chromium@1.4.616","ISC","https://github.com/kilian/electron-to-chromium"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"engine.io-client@6.5.4","MIT","https://github.com/socketio/engine.io-client"
"engine.io-parser@5.2.1","MIT","https://github.com/socketio/engine.io-parser"
"esbuild@0.20.2","MIT","https://github.com/evanw/esbuild"
"escalade@3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-plugin-react-hooks@4.6.0","MIT","https://github.com/facebook/react"
"eslint-plugin-react-refresh@0.4.5","MIT","https://github.com/ArnaudBarre/eslint-plugin-react-refresh"
"eslint-scope@7.2.2","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint@8.56.0","MIT","https://github.com/eslint/eslint"
"espree@9.6.1","BSD-2-Clause","https://github.com/eslint/espree"
"esquery@1.5.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estree-walker@3.0.3","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"execa@8.0.1","MIT","https://github.com/sindresorhus/execa"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.3.2","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastq@1.16.0","ISC","https://github.com/mcollina/fastq"
"file-entry-cache@6.0.1","MIT","https://github.com/royriojas/file-entry-cache"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@3.2.0","MIT","https://github.com/jaredwray/flat-cache"
"flatted@3.2.9","ISC","https://github.com/WebReflection/flatted"
"foreground-child@3.1.1","ISC","https://github.com/tapjs/foreground-child"
"fraction.js@4.3.7","MIT","https://github.com/rawify/Fraction.js"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-func-name@2.0.2","MIT","https://github.com/chaijs/get-func-name"
"get-stream@8.0.1","MIT","https://github.com/sindresorhus/get-stream"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@10.3.10","ISC","https://github.com/isaacs/node-glob"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"globals@13.24.0","MIT","https://github.com/sindresorhus/globals"
"globby@11.1.0","MIT","https://github.com/sindresorhus/globby"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"graphemer@1.4.0","MIT","https://github.com/flmnt/graphemer"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"hasown@2.0.0","MIT","https://github.com/inspect-js/hasOwn"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"human-signals@5.0.0","Apache-2.0","https://github.com/ehmicky/human-signals"
"ignore@5.3.0","MIT","https://github.com/kaelzhang/node-ignore"
"import-fresh@3.3.0","MIT","https://github.com/sindresorhus/import-fresh"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"is-binary-path@2.1.0","MIT","https://github.com/sindresorhus/is-binary-path"
"is-core-module@2.13.1","MIT","https://github.com/inspect-js/is-core-module"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-path-inside@3.0.3","MIT","https://github.com/sindresorhus/is-path-inside"
"is-stream@3.0.0","MIT","https://github.com/sindresorhus/is-stream"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"istanbul-lib-coverage@3.2.2","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@3.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-source-maps@4.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@3.1.6","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"jackspeak@2.3.6","BlueOak-1.0.0","https://github.com/isaacs/jackspeak"
"jiti@1.21.0","MIT","https://github.com/unjs/jiti"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@4.1.0","MIT","https://github.com/nodeca/js-yaml"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"jsonc-parser@3.2.1","MIT","https://github.com/microsoft/node-jsonc-parser"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"license-checker@25.0.1","BSD-3-Clause","https://github.com/davglass/license-checker"
"lilconfig@2.1.0","MIT","https://github.com/antonk52/lilconfig"
"lilconfig@3.0.0","MIT","https://github.com/antonk52/lilconfig"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"local-pkg@0.5.0","MIT","https://github.com/antfu/local-pkg"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"loupe@2.3.7","MIT","https://github.com/chaijs/loupe"
"lru-cache@10.1.0","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@6.0.0","ISC","https://github.com/isaacs/node-lru-cache"
"magic-string@0.30.5","MIT","https://github.com/rich-harris/magic-string"
"magicast@0.3.3","MIT","https://github.com/unjs/magicast"
"make-dir@4.0.0","MIT","https://github.com/sindresorhus/make-dir"
"merge-stream@2.0.0","MIT","https://github.com/grncdr/merge-stream"
"merge2@1.4.1","MIT","https://github.com/teambition/merge2"
"micromatch@4.0.5","MIT","https://github.com/micromatch/micromatch"
"mimic-fn@4.0.0","MIT","https://github.com/sindresorhus/mimic-fn"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.3","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"minipass@7.0.4","ISC","https://github.com/isaacs/minipass"
"mkdirp@0.5.6","MIT","https://github.com/substack/node-mkdirp"
"mlly@1.5.0","MIT","https://github.com/unjs/mlly"
"ms@2.1.2","MIT","https://github.com/zeit/ms"
"mz@2.7.0","MIT","https://github.com/normalize/mz"
"nanoid@3.3.7","MIT","https://github.com/ai/nanoid"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"node-releases@2.0.14","MIT","https://github.com/chicoxyzzy/node-releases"
"nopt@4.0.3","ISC","https://github.com/npm/nopt"
"normalize-package-data@2.5.0","BSD-2-Clause","https://github.com/npm/normalize-package-data"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"normalize-range@0.1.2","MIT","https://github.com/jamestalmage/normalize-range"
"npm-normalize-package-bin@1.0.1","ISC","https://github.com/npm/npm-normalize-package-bin"
"npm-run-path@5.2.0","MIT","https://github.com/sindresorhus/npm-run-path"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-hash@3.0.0","MIT","https://github.com/puleos/object-hash"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"onetime@6.0.0","MIT","https://github.com/sindresorhus/onetime"
"optionator@0.9.3","MIT","https://github.com/gkz/optionator"
"os-homedir@1.0.2","MIT","https://github.com/sindresorhus/os-homedir"
"os-tmpdir@1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir"
"osenv@0.1.5","ISC","https://github.com/npm/osenv"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-limit@5.0.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-key@4.0.0","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-scurry@1.10.1","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"pathe@1.1.2","MIT","https://github.com/unjs/pathe"
"pathval@1.1.1","MIT","https://github.com/chaijs/pathval"
"picocolors@1.0.0","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"pify@2.3.0","MIT","https://github.com/sindresorhus/pify"
"pirates@4.0.6","MIT","https://github.com/danez/pirates"
"pkg-types@1.0.3","MIT","https://github.com/unjs/pkg-types"
"postcss-import@15.1.0","MIT","https://github.com/postcss/postcss-import"
"postcss-js@4.0.1","MIT","https://github.com/postcss/postcss-js"
"postcss-load-config@4.0.2","MIT","https://github.com/postcss/postcss-load-config"
"postcss-nested@6.0.1","MIT","https://github.com/postcss/postcss-nested"
"postcss-selector-parser@6.0.14","MIT","https://github.com/postcss/postcss-selector-parser"
"postcss-value-parser@4.2.0","MIT","https://github.com/TrySound/postcss-value-parser"
"postcss@8.4.38","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"prettier-plugin-tailwindcss@0.5.11","MIT","https://github.com/tailwindlabs/prettier-plugin-tailwindcss"
"prettier@3.1.1","MIT","https://github.com/prettier/prettier"
"pretty-format@29.7.0","MIT","https://github.com/jestjs/jest"
"prop-types@15.8.1","MIT","https://github.com/facebook/prop-types"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"react-dom@18.2.0","MIT","https://github.com/facebook/react"
"react-draggable@4.4.6","MIT","https://github.com/react-grid-layout/react-draggable"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-is@18.2.0","MIT","https://github.com/facebook/react"
"react-refresh@0.14.0","MIT","https://github.com/facebook/react"
"react-router-dom@6.21.3","MIT","https://github.com/remix-run/react-router"
"react-router@6.21.3","MIT","https://github.com/remix-run/react-router"
"react@18.2.0","MIT","https://github.com/facebook/react"
"read-cache@1.0.0","MIT","https://github.com/TrySound/read-cache"
"read-installed@4.0.3","ISC","https://github.com/isaacs/read-installed"
"read-package-json@2.1.2","ISC","https://github.com/npm/read-package-json"
"readdir-scoped-modules@1.1.0","ISC","https://github.com/npm/readdir-scoped-modules"
"readdirp@3.6.0","MIT","https://github.com/paulmillr/readdirp"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.8","MIT","https://github.com/browserify/resolve"
"reusify@1.0.4","MIT","https://github.com/mcollina/reusify"
"rimraf@3.0.2","ISC","https://github.com/isaacs/rimraf"
"rollup@4.18.0","MIT","https://github.com/rollup/rollup"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"scheduler@0.23.0","MIT","https://github.com/facebook/react"
"semver@5.7.2","ISC","https://github.com/npm/node-semver"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.5.4","ISC","https://github.com/npm/node-semver"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"siginfo@2.0.0","ISC","https://github.com/emilbayes/siginfo"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
"slash@3.0.0","MIT","https://github.com/sindresorhus/slash"
"slide@1.1.6","ISC","https://github.com/isaacs/slide-flow-control"
"socket.io-client@4.7.2","MIT","https://github.com/socketio/socket.io-client"
"socket.io-parser@4.2.4","MIT","https://github.com/socketio/socket.io-parser"
"source-map-js@1.2.0","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"spdx-compare@1.0.0","MIT","https://github.com/kemitchell/spdx-compare.js"
"spdx-correct@3.2.0","Apache-2.0","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions@2.5.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-license-ids@3.0.18","CC0-1.0","https://github.com/jslicense/spdx-license-ids"
"spdx-ranges@2.1.1","(MIT AND CC-BY-3.0)","https://github.com/kemitchell/spdx-ranges.js"
"spdx-satisfies@4.0.1","MIT","https://github.com/kemitchell/spdx-satisfies.js"
"stackback@0.0.2","MIT","https://github.com/shtylman/node-stackback"
"std-env@3.7.0","MIT","https://github.com/unjs/std-env"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string-width@5.1.2","MIT","https://github.com/sindresorhus/string-width"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@7.1.0","MIT","https://github.com/chalk/strip-ansi"
"strip-final-newline@3.0.0","MIT","https://github.com/sindresorhus/strip-final-newline"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"strip-literal@1.3.0","MIT","https://github.com/antfu/strip-literal"
"sucrase@3.35.0","MIT","https://github.com/alangpierce/sucrase"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"tailwindcss@3.4.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"test-exclude@6.0.0","ISC","https://github.com/istanbuljs/test-exclude"
"text-table@0.2.0","MIT","https://github.com/substack/text-table"
"thenify-all@1.6.0","MIT","https://github.com/thenables/thenify-all"
"thenify@3.3.1","MIT","https://github.com/thenables/thenify"
"tinybench@2.6.0","MIT","https://github.com/tinylibs/tinybench"
"tinypool@0.8.2","MIT","https://github.com/tinylibs/tinypool"
"tinyspy@2.2.0","MIT","https://github.com/tinylibs/tinyspy"
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"treeify@1.1.0","MIT","https://github.com/notatestuser/treeify"
"ts-api-utils@1.0.3","MIT","https://github.com/JoshuaKGoldberg/ts-api-utils"
"ts-interface-checker@0.1.13","Apache-2.0","https://github.com/gristlabs/ts-interface-checker"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"type-detect@4.0.8","MIT","https://github.com/chaijs/type-detect"
"type-fest@0.20.2","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"typescript@5.3.3","Apache-2.0","https://github.com/Microsoft/TypeScript"
"ufo@1.3.2","MIT","https://github.com/unjs/ufo"
"undici-types@5.26.5","MIT","https://github.com/nodejs/undici"
"update-browserslist-db@1.0.13","MIT","https://github.com/browserslist/update-db"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"util-extend@1.0.3","MIT","https://github.com/isaacs/util-extend"
