"module name","license","repository"
"negotiator@0.6.3","MIT","https://github.com/jshttp/negotiator"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-inspect@1.13.1","MIT","https://github.com/inspect-js/object-inspect"
"on-finished@2.4.1","MIT","https://github.com/jshttp/on-finished"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-to-regexp@0.1.7","MIT","https://github.com/component/path-to-regexp"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"prettier-plugin-tailwindcss@0.5.11","MIT","https://github.com/tailwindlabs/prettier-plugin-tailwindcss"
"prettier@3.1.1","MIT","https://github.com/prettier/prettier"
"proxy-addr@2.0.7","MIT","https://github.com/jshttp/proxy-addr"
"qs@6.11.0","BSD-3-Clause","https://github.com/ljharb/qs"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body@2.5.2","MIT","https://github.com/stream-utils/raw-body"
"readdirp@3.6.0","MIT","https://github.com/paulmillr/readdirp"
"resolve@1.22.8","MIT","https://github.com/browserify/resolve"
"rimraf@2.7.1","ISC","https://github.com/isaacs/rimraf"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"send@0.18.0","MIT","https://github.com/pillarjs/send"
"serve-static@1.15.0","MIT","https://github.com/expressjs/serve-static"
"server@1.0.0","ISC",""
"set-function-length@1.2.2","MIT","https://github.com/ljharb/set-function-length"
"setprototypeof@1.2.0","ISC","https://github.com/wesleytodd/setprototypeof"
"side-channel@1.0.6","MIT","https://github.com/ljharb/side-channel"
"socket.io-adapter@2.5.2","MIT","https://github.com/socketio/socket.io-adapter"
"socket.io-parser@4.2.4","MIT","https://github.com/socketio/socket.io-parser"
"socket.io@4.7.4","MIT","https://github.com/socketio/socket.io"
"source-map-support@0.5.21","MIT","https://github.com/evanw/node-source-map-support"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"statuses@2.0.1","MIT","https://github.com/jshttp/statuses"
"strip-bom@3.0.0","MIT","https://github.com/sindresorhus/strip-bom"
"strip-json-comments@2.0.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"toidentifier@1.0.1","MIT","https://github.com/component/toidentifier"
"tree-kill@1.2.2","MIT","https://github.com/pkrumins/node-tree-kill"
"ts-node-dev@2.0.0","MIT","https://github.com/whitecolor/ts-node-dev"
"ts-node@10.9.2","MIT","https://github.com/TypeStrong/ts-node"
"tsconfig@7.0.0","MIT","https://github.com/TypeStrong/tsconfig"
"type-is@1.6.18","MIT","https://github.com/jshttp/type-is"
"typescript@5.3.3","Apache-2.0","https://github.com/Microsoft/TypeScript"
"undici-types@5.26.5","MIT","https://github.com/nodejs/undici"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"utils-merge@1.0.1","MIT","https://github.com/jaredhanson/utils-merge"
"v8-compile-cache-lib@3.0.1","MIT","https://github.com/cspotcode/v8-compile-cache-lib"
"vary@1.1.2","MIT","https://github.com/jshttp/vary"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"ws@8.11.0","MIT","https://github.com/websockets/ws"
"xtend@4.0.2","MIT","https://github.com/Raynos/xtend"
"yn@3.1.1","MIT","https://github.com/sindresorhus/yn"
